PLT_CN,PDSI_ATA_bin
7.43357E+13,2
7.43371E+13,1
7.43378E+13,1
7.43407E+13,2
7.43692E+13,2
7.43695E+13,2
7.43712E+13,1
7.43748E+13,1
7.43777E+13,2
7.45202E+13,2
7.5099E+13,1
7.50992E+13,1
7.51057E+13,1
7.5107E+13,1
7.51071E+13,1
7.51074E+13,1
7.51121E+13,1
7.5113E+13,1
7.51135E+13,1
7.51154E+13,1
7.51188E+13,1
7.51199E+13,1
7.51211E+13,1
7.51211E+13,1
7.51213E+13,1
7.51229E+13,1
7.51241E+13,1
7.51251E+13,1
7.51258E+13,1
7.51272E+13,2
7.51295E+13,1
7.513E+13,1
7.51305E+13,1
7.51313E+13,2
7.51315E+13,2
7.51323E+13,2
7.51347E+13,1
7.51353E+13,1
7.5136E+13,1
7.51366E+13,1
7.51368E+13,1
7.51374E+13,1
7.514E+13,1
7.51403E+13,1
7.51405E+13,1
7.51406E+13,1
7.51441E+13,1
7.5145E+13,1
7.51463E+13,1
7.55758E+13,1
7.55764E+13,2
7.55768E+13,1
7.55771E+13,1
7.55793E+13,1
7.55822E+13,2
7.55853E+13,1
7.55861E+13,1
7.55868E+13,1
7.55885E+13,1
7.559E+13,2
7.55915E+13,1
7.55927E+13,1
7.5593E+13,1
7.55936E+13,1
7.55944E+13,1
7.55945E+13,1
7.56016E+13,1
7.56033E+13,1
7.56088E+13,1
7.56089E+13,2
7.56108E+13,1
7.56114E+13,1
7.56122E+13,2
7.56186E+13,2
7.56189E+13,2
7.56195E+13,1
7.56849E+13,3
7.56918E+13,3
7.56975E+13,2
7.57116E+13,2
7.57158E+13,3
7.57262E+13,3
7.57264E+13,3
7.57361E+13,3
7.5738E+13,3
7.57386E+13,3
7.5739E+13,3
7.57532E+13,1
7.57555E+13,1
7.57572E+13,1
7.57597E+13,1
7.57629E+13,2
7.57631E+13,1
7.57638E+13,1
7.57645E+13,1
7.57648E+13,1
7.57671E+13,1
7.57691E+13,1
7.5771E+13,1
7.57836E+13,1
7.57844E+13,1
7.57846E+13,1
7.57867E+13,1
7.57871E+13,1
7.57873E+13,1
7.57878E+13,1
7.57902E+13,1
7.57906E+13,1
7.57908E+13,1
7.57918E+13,1
7.57944E+13,1
7.5796E+13,1
7.57961E+13,1
7.58028E+13,1
7.58047E+13,1
7.58055E+13,1
7.58061E+13,1
7.58082E+13,1
7.58111E+13,2
7.58135E+13,1
7.58199E+13,1
7.58227E+13,1
7.58249E+13,2
7.58274E+13,1
7.5828E+13,1
7.58289E+13,1
7.58302E+13,1
7.58336E+13,1
7.58385E+13,1
7.58388E+13,1
7.58411E+13,1
7.58518E+13,2
7.59756E+13,1
7.59756E+13,1
7.59757E+13,1
7.59757E+13,1
7.59757E+13,2
7.59757E+13,1
7.59758E+13,1
7.59758E+13,1
7.59759E+13,1
7.59759E+13,1
7.59759E+13,1
7.59759E+13,1
7.59759E+13,1
7.5976E+13,1
7.5976E+13,1
7.59762E+13,2
7.59762E+13,1
7.59763E+13,1
7.59764E+13,1
7.59764E+13,1
7.59765E+13,2
7.59765E+13,2
7.59765E+13,2
7.59766E+13,1
7.59766E+13,1
7.59767E+13,1
7.59767E+13,1
7.59768E+13,1
7.59768E+13,2
7.59768E+13,1
7.59769E+13,1
7.59769E+13,1
7.59769E+13,1
7.63173E+13,3
7.6319E+13,2
7.63205E+13,3
7.63225E+13,2
7.6324E+13,2
7.63245E+13,3
7.63342E+13,2
7.6335E+13,3
7.63518E+13,3
7.63635E+13,2
7.63639E+13,2
7.6367E+13,2
7.63709E+13,3
7.63739E+13,3
7.63778E+13,3
7.63797E+13,2
7.63801E+13,2
7.63881E+13,3
7.63888E+13,2
7.63888E+13,2
7.63889E+13,2
7.63889E+13,2
7.6389E+13,2
7.6389E+13,2
7.6389E+13,1
7.6389E+13,2
7.63891E+13,2
7.63891E+13,2
7.63891E+13,1
7.63891E+13,2
7.63892E+13,2
7.63892E+13,2
7.63892E+13,2
7.63893E+13,2
7.63893E+13,2
7.63893E+13,2
7.63895E+13,2
7.63897E+13,2
7.63898E+13,2
7.63898E+13,2
7.63899E+13,2
7.63902E+13,2
7.63916E+13,3
7.63981E+13,1
7.63992E+13,3
7.64067E+13,3
7.64099E+13,2
7.64176E+13,3
7.6715E+13,3
7.67272E+13,3
7.67355E+13,1
7.67401E+13,2
7.67547E+13,2
7.67567E+13,3
7.67572E+13,3
7.67596E+13,2
7.67691E+13,3
7.67703E+13,4
7.67783E+13,2
7.67797E+13,2
7.67798E+13,2
7.67803E+13,2
7.67856E+13,2
7.67858E+13,2
7.67887E+13,2
7.68153E+13,3
7.68265E+13,3
7.68277E+13,3
7.68442E+13,1
7.68446E+13,1
7.68448E+13,1
7.68459E+13,1
7.68463E+13,1
7.68468E+13,2
7.68526E+13,1
7.68545E+13,1
7.68547E+13,1
7.68575E+13,1
7.68582E+13,1
7.68584E+13,1
7.68585E+13,1
7.68624E+13,2
7.68642E+13,1
7.68645E+13,1
7.68659E+13,1
7.68663E+13,1
7.68672E+13,1
7.6868E+13,1
7.68699E+13,2
7.68712E+13,1
7.68713E+13,1
7.6872E+13,1
7.68723E+13,2
7.68725E+13,1
7.68753E+13,2
7.68758E+13,1
7.68787E+13,2
7.6879E+13,1
7.68805E+13,1
7.68833E+13,1
7.68834E+13,1
7.68842E+13,2
7.68847E+13,1
7.68869E+13,1
7.68882E+13,1
7.68885E+13,1
7.68894E+13,1
7.68902E+13,1
7.68917E+13,1
7.68919E+13,3
7.68928E+13,2
7.68953E+13,2
7.6896E+13,1
7.68965E+13,1
7.69007E+13,2
7.69008E+13,2
7.69009E+13,2
7.69027E+13,1
7.69043E+13,2
7.69046E+13,1
7.69064E+13,1
7.69074E+13,1
7.69101E+13,1
7.69109E+13,1
7.69138E+13,1
7.69204E+13,3
7.69244E+13,2
7.69274E+13,2
7.6935E+13,2
7.69353E+13,1
7.69355E+13,2
7.69361E+13,2
7.69369E+13,3
7.69376E+13,3
7.69439E+13,2
7.69457E+13,2
7.69553E+13,3
7.69568E+13,3
7.91688E+13,1
7.91746E+13,1
7.91804E+13,2
7.91878E+13,1
7.9195E+13,2
7.91959E+13,2
7.92034E+13,1
7.92044E+13,2
7.92062E+13,2
7.92067E+13,2
7.92078E+13,2
7.92103E+13,1
7.92161E+13,2
7.92167E+13,2
7.92287E+13,2
8.16008E+13,2
8.16012E+13,2
8.16045E+13,2
8.16046E+13,2
8.16073E+13,2
8.16094E+13,2
8.16112E+13,2
8.16129E+13,2
8.16135E+13,2
8.16178E+13,2
8.16238E+13,2
8.16289E+13,2
8.16447E+13,2
8.16542E+13,2
8.1656E+13,2
8.16573E+13,2
8.16601E+13,2
8.1661E+13,2
8.16671E+13,2
8.24951E+13,2
8.24971E+13,3
8.25022E+13,2
8.25023E+13,2
8.25029E+13,2
8.25037E+13,2
8.25055E+13,2
8.25064E+13,2
8.25085E+13,3
8.25129E+13,2
8.25148E+13,2
8.25167E+13,3
8.25207E+13,3
8.25211E+13,3
8.25214E+13,3
8.25224E+13,2
8.25261E+13,2
8.25276E+13,2
8.25279E+13,2
8.2529E+13,3
8.25318E+13,2
8.2532E+13,2
8.25358E+13,2
8.25395E+13,2
8.25484E+13,2
8.25558E+13,2
8.2556E+13,2
8.25564E+13,2
8.7095E+13,2
8.7095E+13,3
8.70951E+13,3
8.70951E+13,3
8.70951E+13,2
8.70951E+13,3
8.70951E+13,1
8.70951E+13,2
8.70951E+13,3
8.70951E+13,3
8.70951E+13,3
8.70952E+13,3
8.70952E+13,3
8.70952E+13,3
8.70952E+13,3
8.70952E+13,3
8.70952E+13,3
8.70952E+13,1
8.70952E+13,3
8.70953E+13,3
8.70953E+13,3
8.70953E+13,3
8.70953E+13,3
8.70953E+13,3
8.70953E+13,3
8.70953E+13,3
8.70953E+13,3
8.70953E+13,2
8.70953E+13,3
8.70954E+13,2
8.70954E+13,2
8.70954E+13,3
8.70954E+13,3
8.70954E+13,3
8.70954E+13,3
8.70954E+13,3
8.70954E+13,3
8.70954E+13,3
8.70955E+13,3
8.70955E+13,3
8.70955E+13,3
8.70955E+13,3
8.70955E+13,3
8.70955E+13,2
8.70955E+13,2
8.70955E+13,3
8.70956E+13,3
8.70956E+13,3
8.70956E+13,3
8.70956E+13,3
8.70956E+13,3
8.70956E+13,2
8.70957E+13,3
8.70957E+13,3
8.70957E+13,3
8.70957E+13,3
9.05435E+13,2
9.05439E+13,2
9.05515E+13,2
9.05541E+13,2
9.05553E+13,2
9.05564E+13,2
9.05676E+13,2
9.05677E+13,2
9.05683E+13,2
9.05689E+13,2
9.05695E+13,2
9.09226E+13,2
9.09255E+13,2
9.093E+13,2
9.09362E+13,2
9.094E+13,2
9.0942E+13,2
9.21172E+13,2
9.21202E+13,2
9.21271E+13,2
9.2129E+13,2
9.21293E+13,2
9.21295E+13,2
9.21314E+13,2
9.21387E+13,2
9.21393E+13,2
9.21395E+13,2
9.21451E+13,2
9.2146E+13,2
9.21578E+13,2
9.21593E+13,2
9.21734E+13,2
9.21776E+13,2
9.21792E+13,2
9.21844E+13,2
9.21907E+13,2
9.21986E+13,3
9.22018E+13,3
9.22109E+13,1
9.22111E+13,1
9.22116E+13,1
9.2245E+13,1
9.22465E+13,1
9.22488E+13,1
9.22532E+13,1
9.22553E+13,1
9.2257E+13,1
9.22573E+13,1
9.22583E+13,2
9.22596E+13,1
9.22624E+13,1
9.22631E+13,1
9.22829E+13,1
9.2283E+13,1
9.22844E+13,1
9.22885E+13,1
9.22944E+13,3
9.23022E+13,1
9.23141E+13,2
9.23254E+13,1
9.23256E+13,1
9.23286E+13,1
9.23287E+13,1
9.23396E+13,3
9.23406E+13,1
9.23461E+13,2
9.23505E+13,1
9.23522E+13,1
9.23525E+13,2
9.23548E+13,1
9.23669E+13,2
9.23716E+13,1
9.24031E+13,2
9.26315E+13,1
9.2636E+13,1
9.26404E+13,2
9.38059E+13,2
9.38066E+13,1
9.38071E+13,2
9.38087E+13,2
9.38088E+13,2
9.38136E+13,2
9.38144E+13,2
9.38193E+13,1
9.38204E+13,2
9.38205E+13,2
9.38206E+13,2
9.38213E+13,1
9.38249E+13,1
9.3832E+13,1
9.38329E+13,2
9.38335E+13,2
9.38365E+13,2
9.38368E+13,2
9.38376E+13,2
9.38395E+13,2
9.38404E+13,2
9.38443E+13,1
9.38492E+13,1
9.38502E+13,1
9.38509E+13,2
9.38515E+13,1
9.38545E+13,2
9.38585E+13,2
9.45714E+13,2
9.45731E+13,1
9.4576E+13,2
9.458E+13,3
9.45825E+13,1
9.45886E+13,2
9.45969E+13,1
9.46019E+13,2
9.46069E+13,2
9.46086E+13,3
9.46147E+13,2
9.46185E+13,2
9.46211E+13,1
9.46375E+13,1
9.46382E+13,2
9.4639E+13,2
9.52779E+13,2
9.52784E+13,1
9.52807E+13,1
9.52809E+13,2
9.52812E+13,1
9.52815E+13,2
9.52822E+13,1
9.52826E+13,1
9.52855E+13,1
9.52868E+13,2
9.52869E+13,2
9.5289E+13,1
9.52896E+13,2
9.52901E+13,2
9.52908E+13,1
9.52916E+13,1
9.52918E+13,1
9.5292E+13,2
9.5292E+13,2
9.52943E+13,2
9.52952E+13,1
9.52956E+13,1
9.5297E+13,2
9.52972E+13,2
9.52979E+13,1
9.52995E+13,1
9.53E+13,1
9.53006E+13,1
9.53027E+13,1
9.53039E+13,1
9.53056E+13,1
9.53058E+13,1
9.53059E+13,1
9.5306E+13,1
9.53062E+13,1
9.53067E+13,1
9.53072E+13,2
9.53095E+13,1
9.53114E+13,1
9.53127E+13,2
9.5313E+13,1
9.53132E+13,1
9.53144E+13,1
9.5316E+13,2
9.53172E+13,1
9.53186E+13,1
9.53195E+13,1
9.53201E+13,1
9.53212E+13,1
9.53213E+13,1
9.53214E+13,1
9.53216E+13,1
9.53219E+13,2
9.53228E+13,2
9.58331E+13,2
9.58344E+13,2
9.58346E+13,2
9.58355E+13,2
9.58366E+13,2
9.58382E+13,2
9.5844E+13,2
9.58444E+13,2
9.5849E+13,2
9.58497E+13,2
9.58515E+13,2
9.58516E+13,2
9.58541E+13,2
9.58549E+13,2
9.58558E+13,2
9.58623E+13,3
9.58665E+13,2
9.58668E+13,2
9.58671E+13,2
9.58736E+13,2
9.58758E+13,3
9.61593E+13,2
9.61688E+13,1
9.61836E+13,1
9.61858E+13,2
9.61859E+13,2
9.62079E+13,1
9.62099E+13,1
9.62212E+13,1
9.62247E+13,1
9.62346E+13,1
9.62348E+13,1
9.62532E+13,2
9.62539E+13,2
9.62562E+13,1
9.62612E+13,1
9.62626E+13,1
9.62767E+13,1
9.62781E+13,1
9.62815E+13,2
9.74735E+13,3
9.74808E+13,3
9.74872E+13,3
9.74894E+13,3
9.74909E+13,2
9.74915E+13,2
9.74936E+13,2
9.74961E+13,2
9.75033E+13,2
9.75053E+13,3
9.75076E+13,2
9.75078E+13,2
9.75102E+13,2
9.75114E+13,2
9.75162E+13,2
9.75195E+13,3
9.75225E+13,2
9.75231E+13,2
9.75242E+13,2
9.75258E+13,2
9.75279E+13,2
9.75323E+13,2
9.7534E+13,3
9.75364E+13,2
9.75366E+13,3
9.75384E+13,3
9.75392E+13,2
9.89348E+13,1
9.89395E+13,2
9.89444E+13,2
9.89607E+13,1
9.89879E+13,2
9.89892E+13,1
9.89935E+13,2
9.90062E+13,1
9.90104E+13,2
9.90217E+13,1
9.90227E+13,1
9.90297E+13,1
9.90481E+13,2
9.90511E+13,1
9.92194E+13,1
9.92333E+13,1
9.92335E+13,2
9.92739E+13,1
9.92755E+13,1
9.92762E+13,1
9.92771E+13,1
1.00172E+14,1
1.00173E+14,2
1.00174E+14,2
1.00176E+14,2
1.00181E+14,1
1.00182E+14,2
1.00185E+14,2
1.00186E+14,2
1.00187E+14,1
1.00188E+14,1
1.00188E+14,2
1.00188E+14,1
1.00189E+14,2
1.0019E+14,1
1.00191E+14,1
1.00191E+14,1
1.00191E+14,1
1.00193E+14,1
1.00194E+14,2
1.00194E+14,2
1.00196E+14,2
1.00197E+14,2
1.002E+14,2
1.00201E+14,2
1.00201E+14,2
1.00204E+14,1
1.00204E+14,1
1.00205E+14,2
1.00209E+14,2
1.00209E+14,2
1.00212E+14,2
1.00216E+14,2
1.00217E+14,1
1.00218E+14,1
1.0022E+14,2
1.00222E+14,1
1.00222E+14,2
1.00223E+14,2
1.00225E+14,2
1.00226E+14,1
1.00228E+14,1
1.00228E+14,1
1.00231E+14,2
1.00233E+14,1
1.00233E+14,1
1.00233E+14,1
1.00234E+14,1
1.00237E+14,2
1.00238E+14,1
1.00238E+14,2
1.00239E+14,2
1.0024E+14,2
1.00242E+14,1
1.00243E+14,1
1.00244E+14,1
1.00245E+14,2
1.00247E+14,2
1.00247E+14,2
1.00248E+14,1
1.00252E+14,2
1.00252E+14,2
1.00255E+14,2
1.00255E+14,1
1.00256E+14,1
1.02076E+14,2
1.02077E+14,2
1.02077E+14,2
1.02077E+14,3
1.02077E+14,2
1.02077E+14,2
1.02078E+14,2
1.02078E+14,2
1.0208E+14,2
1.02096E+14,2
1.02096E+14,2
1.02097E+14,2
1.02097E+14,1
1.02097E+14,2
1.02097E+14,2
1.02098E+14,2
1.02098E+14,2
1.02099E+14,2
1.02102E+14,7
1.02106E+14,2
1.02106E+14,2
1.02106E+14,2
1.02106E+14,2
1.02106E+14,2
1.02106E+14,2
1.02107E+14,2
1.02107E+14,2
1.02107E+14,2
1.02107E+14,2
1.02107E+14,2
1.02107E+14,2
1.02107E+14,1
1.02107E+14,1
1.02108E+14,1
1.02108E+14,1
1.02108E+14,1
1.02108E+14,1
1.02108E+14,2
1.02108E+14,1
1.02108E+14,2
1.02108E+14,1
1.02108E+14,1
1.02108E+14,1
1.02108E+14,1
1.02108E+14,1
1.02108E+14,1
1.02108E+14,2
1.02109E+14,1
1.02109E+14,2
1.02109E+14,1
1.02109E+14,1
1.02117E+14,4
1.02129E+14,6
1.0213E+14,5
1.0213E+14,5
1.0213E+14,5
1.0213E+14,5
1.0213E+14,4
1.0213E+14,4
1.02131E+14,6
1.02132E+14,1
1.02132E+14,2
1.02132E+14,1
1.02133E+14,2
1.02133E+14,1
1.02133E+14,1
1.02133E+14,1
1.02133E+14,1
1.02133E+14,1
1.02133E+14,1
1.02134E+14,1
1.02134E+14,2
1.02134E+14,1
1.02135E+14,1
1.02135E+14,1
1.02135E+14,1
1.02135E+14,2
1.02135E+14,1
1.02139E+14,2
1.0214E+14,2
1.0214E+14,2
1.02141E+14,2
1.02142E+14,2
1.02142E+14,2
1.02143E+14,1
1.02143E+14,1
1.02143E+14,1
1.02143E+14,1
1.02143E+14,1
1.02144E+14,1
1.02144E+14,1
1.02145E+14,1
1.02145E+14,1
1.02145E+14,1
1.02145E+14,1
1.02146E+14,2
1.02146E+14,2
1.02147E+14,2
1.02148E+14,1
1.02148E+14,1
1.02148E+14,1
1.02149E+14,2
1.02149E+14,2
1.0215E+14,2
1.02151E+14,2
1.02151E+14,2
1.02151E+14,2
1.02151E+14,2
1.02152E+14,2
1.02153E+14,2
1.02153E+14,2
1.02153E+14,2
1.02154E+14,2
1.02159E+14,2
1.02159E+14,3
1.02159E+14,2
1.02159E+14,2
1.02159E+14,3
1.02159E+14,3
1.0216E+14,2
1.0216E+14,2
1.0216E+14,3
1.0216E+14,2
1.0216E+14,2
1.0216E+14,3
1.0216E+14,3
1.02161E+14,2
1.02161E+14,2
1.02161E+14,2
1.02161E+14,3
1.02161E+14,2
1.02161E+14,3
1.02161E+14,3
1.02161E+14,3
1.02161E+14,3
1.02162E+14,3
1.02162E+14,3
1.02162E+14,2
1.02162E+14,2
1.02163E+14,2
1.02163E+14,3
1.02163E+14,3
1.02163E+14,3
1.02163E+14,2
1.02163E+14,2
1.02164E+14,2
1.02164E+14,2
1.02165E+14,2
1.02166E+14,2
1.02166E+14,3
1.02166E+14,2
1.02166E+14,2
1.02167E+14,2
1.02274E+14,2
1.02309E+14,2
1.02309E+14,2
1.02309E+14,2
1.02309E+14,2
1.0231E+14,2
1.0231E+14,3
1.02311E+14,4
1.02311E+14,4
1.02316E+14,2
1.02367E+14,2
1.02442E+14,2
1.02442E+14,2
1.02442E+14,2
1.02442E+14,2
1.02442E+14,2
1.02442E+14,2
1.02443E+14,2
1.02443E+14,2
1.02443E+14,2
1.02443E+14,1
1.02443E+14,2
1.02443E+14,2
1.02443E+14,2
1.02443E+14,1
1.02443E+14,2
1.02443E+14,1
1.02443E+14,2
1.02443E+14,2
1.02443E+14,2
1.02443E+14,2
1.02443E+14,2
1.02443E+14,2
1.02443E+14,1
1.02443E+14,1
1.02443E+14,1
1.02444E+14,1
1.02444E+14,1
1.02444E+14,1
1.02444E+14,2
1.02444E+14,1
1.02444E+14,1
1.02444E+14,1
1.02444E+14,2
1.02444E+14,2
1.02444E+14,1
1.02444E+14,1
1.02444E+14,1
1.02444E+14,1
1.02444E+14,1
1.02444E+14,1
1.02444E+14,1
1.02444E+14,2
1.02444E+14,2
1.02444E+14,1
1.02444E+14,2
1.02444E+14,1
1.02444E+14,1
1.02444E+14,1
1.02445E+14,2
1.02445E+14,1
1.02445E+14,2
1.02445E+14,1
1.02445E+14,2
1.02453E+14,1
1.02453E+14,1
1.02453E+14,1
1.02453E+14,1
1.02453E+14,1
1.02454E+14,1
1.02454E+14,1
1.02454E+14,1
1.02454E+14,1
1.02454E+14,2
1.02454E+14,1
1.02455E+14,1
1.02456E+14,2
1.02457E+14,1
1.02463E+14,2
1.02463E+14,2
1.02463E+14,2
1.02464E+14,2
1.02464E+14,2
1.02464E+14,2
1.02464E+14,2
1.02464E+14,2
1.02464E+14,3
1.02464E+14,2
1.02464E+14,2
1.02464E+14,2
1.02464E+14,2
1.02464E+14,3
1.02464E+14,3
1.02464E+14,2
1.02464E+14,3
1.02464E+14,3
1.02464E+14,2
1.02465E+14,2
1.02465E+14,2
1.02465E+14,3
1.02465E+14,3
1.02465E+14,2
1.02465E+14,3
1.02465E+14,2
1.02465E+14,2
1.02466E+14,3
1.02466E+14,2
1.02466E+14,2
1.02466E+14,3
1.02466E+14,3
1.02466E+14,3
1.02467E+14,3
1.02467E+14,2
1.02468E+14,3
1.02468E+14,3
1.02469E+14,4
1.02472E+14,7
1.02472E+14,5
1.02473E+14,6
1.02474E+14,3
1.02475E+14,3
1.02481E+14,5
1.02481E+14,5
1.02482E+14,5
1.02482E+14,5
1.02482E+14,5
1.02483E+14,1
1.02483E+14,2
1.02483E+14,2
1.02483E+14,1
1.02484E+14,2
1.02484E+14,2
1.02484E+14,1
1.02484E+14,1
1.02484E+14,1
1.02484E+14,1
1.02484E+14,1
1.02484E+14,1
1.02484E+14,2
1.02484E+14,1
1.02484E+14,1
1.02484E+14,1
1.02485E+14,1
1.02485E+14,1
1.02485E+14,1
1.02485E+14,1
1.02485E+14,1
1.02485E+14,2
1.02485E+14,1
1.02485E+14,2
1.02486E+14,1
1.02486E+14,1
1.0249E+14,2
1.02492E+14,2
1.02492E+14,3
1.02493E+14,3
1.02493E+14,3
1.02494E+14,2
1.02494E+14,2
1.02494E+14,2
1.02494E+14,2
1.02495E+14,2
1.02495E+14,2
1.02495E+14,2
1.02495E+14,2
1.02495E+14,2
1.02495E+14,2
1.02495E+14,2
1.02498E+14,2
1.02499E+14,3
1.02499E+14,2
1.02499E+14,2
1.02499E+14,2
1.02502E+14,3
1.02505E+14,8
1.02507E+14,2
1.02508E+14,2
1.02508E+14,2
1.02508E+14,2
1.02508E+14,2
1.02508E+14,2
1.02508E+14,2
1.02509E+14,2
1.02509E+14,2
1.02509E+14,2
1.02509E+14,2
1.02509E+14,2
1.02509E+14,2
1.02509E+14,2
1.0251E+14,1
1.0251E+14,1
1.0251E+14,1
1.0251E+14,1
1.0251E+14,1
1.0251E+14,1
1.0251E+14,1
1.0251E+14,1
1.0251E+14,1
1.0251E+14,1
1.02511E+14,1
1.02511E+14,1
1.02511E+14,1
1.02511E+14,1
1.02511E+14,2
1.0253E+14,2
1.0253E+14,2
1.0253E+14,2
1.0253E+14,2
1.0253E+14,2
1.0253E+14,2
1.0253E+14,3
1.0253E+14,2
1.0253E+14,3
1.0253E+14,2
1.0253E+14,2
1.0253E+14,2
1.0253E+14,2
1.0253E+14,2
1.0253E+14,3
1.0253E+14,2
1.0253E+14,2
1.0253E+14,2
1.02531E+14,3
1.02531E+14,2
1.02531E+14,2
1.02531E+14,2
1.02531E+14,2
1.02531E+14,3
1.02531E+14,3
1.02532E+14,3
1.02532E+14,3
1.02533E+14,3
1.02533E+14,3
1.02533E+14,3
1.02533E+14,2
1.02533E+14,2
1.02533E+14,3
1.02534E+14,2
1.02534E+14,3
1.02534E+14,2
1.02536E+14,5
1.02538E+14,8
1.02538E+14,7
1.02538E+14,8
1.02538E+14,8
1.02538E+14,8
1.02546E+14,7
1.02548E+14,5
1.02549E+14,7
1.02549E+14,2
1.02549E+14,2
1.02549E+14,2
1.0255E+14,1
1.0255E+14,1
1.0255E+14,1
1.0255E+14,1
1.0255E+14,1
1.0255E+14,1
1.0255E+14,1
1.0255E+14,1
1.0255E+14,1
1.02551E+14,1
1.02551E+14,2
1.02551E+14,2
1.02551E+14,1
1.02551E+14,1
1.02551E+14,1
1.02551E+14,1
1.02551E+14,1
1.02551E+14,1
1.02551E+14,1
1.02551E+14,1
1.02551E+14,1
1.02552E+14,2
1.02552E+14,2
1.02552E+14,1
1.02552E+14,2
1.02552E+14,1
1.02552E+14,1
1.02552E+14,1
1.02552E+14,1
1.02552E+14,1
1.02552E+14,2
1.02552E+14,1
1.02557E+14,1
1.02558E+14,1
1.02558E+14,1
1.02558E+14,2
1.02558E+14,1
1.02559E+14,1
1.02559E+14,1
1.02559E+14,2
1.0256E+14,2
1.02561E+14,1
1.02561E+14,1
1.02561E+14,1
1.02561E+14,1
1.02561E+14,1
1.06266E+14,2
1.06276E+14,2
1.06287E+14,2
1.06288E+14,2
1.06296E+14,2
1.06299E+14,2
1.06302E+14,2
1.06309E+14,2
1.06316E+14,2
1.0632E+14,2
1.06321E+14,2
1.06321E+14,2
1.06335E+14,2
1.06338E+14,2
1.07107E+14,2
1.07107E+14,1
1.07107E+14,1
1.07107E+14,2
1.07107E+14,2
1.07108E+14,2
1.07108E+14,2
1.07108E+14,1
1.07108E+14,1
1.07108E+14,1
1.07108E+14,2
1.07108E+14,1
1.07109E+14,1
1.07109E+14,1
1.07109E+14,1
1.07109E+14,1
1.07109E+14,1
1.07109E+14,1
1.07109E+14,1
1.07109E+14,2
1.0711E+14,1
1.0711E+14,1
1.0711E+14,2
1.0711E+14,1
1.0711E+14,2
1.0711E+14,1
1.0711E+14,1
1.07545E+14,2
1.07545E+14,2
1.07545E+14,1
1.07545E+14,2
1.07546E+14,2
1.07546E+14,2
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.07546E+14,1
1.0786E+14,2
1.0786E+14,2
1.0786E+14,2
1.07861E+14,2
1.07861E+14,2
1.07861E+14,2
1.07861E+14,2
1.07861E+14,2
1.07861E+14,2
1.07861E+14,2
1.07861E+14,2
1.07861E+14,2
1.07861E+14,2
1.07861E+14,1
1.07862E+14,2
1.07862E+14,2
1.07862E+14,2
1.07862E+14,2
1.07862E+14,1
1.07862E+14,2
1.07862E+14,2
1.07862E+14,2
1.07862E+14,2
1.07862E+14,2
1.07862E+14,2
1.07862E+14,1
1.07862E+14,1
1.07862E+14,2
1.07862E+14,2
1.07863E+14,2
1.07863E+14,1
1.07863E+14,2
1.07863E+14,1
1.07863E+14,1
1.07863E+14,1
1.07863E+14,1
1.07863E+14,1
1.07863E+14,1
1.07863E+14,1
1.07863E+14,2
1.07863E+14,2
1.07863E+14,1
1.07863E+14,1
1.07863E+14,2
1.07863E+14,2
1.07864E+14,2
1.07864E+14,1
1.07864E+14,2
1.07865E+14,2
1.07865E+14,2
1.07866E+14,2
1.07866E+14,2
1.07866E+14,2
1.07866E+14,2
1.07867E+14,3
1.07867E+14,2
1.07868E+14,2
1.07868E+14,2
1.07868E+14,2
1.08287E+14,2
1.08287E+14,2
1.08287E+14,2
1.08287E+14,2
1.08287E+14,2
1.08287E+14,2
1.08287E+14,2
1.08287E+14,2
1.08288E+14,2
1.08288E+14,2
1.08288E+14,2
1.08288E+14,2
1.08289E+14,2
1.08295E+14,2
1.08295E+14,2
1.08295E+14,1
1.08295E+14,1
1.08295E+14,2
1.08296E+14,1
1.08296E+14,1
1.08296E+14,1
1.08296E+14,1
1.08296E+14,1
1.08296E+14,1
1.08297E+14,1
1.08297E+14,2
1.08297E+14,1
1.08297E+14,1
1.08297E+14,1
1.08297E+14,1
1.08299E+14,2
1.083E+14,1
1.08489E+14,2
1.08489E+14,2
1.08492E+14,3
1.08493E+14,4
1.08624E+14,2
1.08624E+14,2
1.08624E+14,2
1.08624E+14,3
1.08624E+14,3
1.08624E+14,2
1.08624E+14,3
1.08624E+14,3
1.08624E+14,2
1.08625E+14,2
1.08625E+14,3
1.08625E+14,3
1.08625E+14,3
1.08625E+14,3
1.08625E+14,2
1.08625E+14,3
1.08625E+14,2
1.08625E+14,2
1.08625E+14,2
1.08625E+14,2
1.08625E+14,3
1.08626E+14,2
1.08626E+14,2
1.08626E+14,3
1.08626E+14,3
1.08626E+14,3
1.08626E+14,2
1.08626E+14,3
1.08627E+14,3
1.08628E+14,3
1.08628E+14,2
