PLT_CN,PDSI_ATA_bin
1.62647E+13,1
1.62647E+13,1
1.62647E+13,1
1.62647E+13,1
1.62647E+13,1
1.62647E+13,1
1.62648E+13,1
1.62648E+13,1
1.62648E+13,1
1.62648E+13,1
1.62648E+13,1
1.62648E+13,2
1.62648E+13,2
1.62648E+13,1
1.62648E+13,1
1.62648E+13,1
1.62648E+13,1
1.62648E+13,1
1.62648E+13,1
1.62648E+13,1
1.62649E+13,1
1.62649E+13,1
1.62649E+13,1
1.62649E+13,1
1.62649E+13,1
1.62649E+13,1
1.62649E+13,1
1.62649E+13,1
1.62649E+13,1
1.62649E+13,1
1.62649E+13,1
1.62649E+13,1
1.62649E+13,1
1.62649E+13,1
1.62649E+13,1
1.6265E+13,1
1.6265E+13,1
1.6265E+13,1
1.6265E+13,1
1.6265E+13,1
1.6265E+13,1
1.6265E+13,2
1.6265E+13,1
1.62651E+13,1
1.62651E+13,1
1.62651E+13,2
1.62651E+13,1
1.62651E+13,1
1.62651E+13,1
1.62651E+13,1
1.62651E+13,1
1.62651E+13,1
1.62651E+13,1
1.62651E+13,1
1.62651E+13,1
1.62651E+13,1
1.62651E+13,1
1.62651E+13,1
1.62651E+13,1
1.62651E+13,1
1.62651E+13,1
1.62651E+13,1
1.62652E+13,1
1.62652E+13,1
1.62652E+13,2
1.62652E+13,1
1.62652E+13,1
1.62652E+13,1
1.62652E+13,1
1.62652E+13,1
1.62652E+13,1
1.62652E+13,2
1.62652E+13,1
1.62652E+13,1
1.62652E+13,2
1.62652E+13,2
1.62652E+13,1
1.62652E+13,1
1.62652E+13,2
1.62652E+13,1
1.62652E+13,1
1.62652E+13,1
1.62652E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,2
1.62653E+13,2
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,2
1.62653E+13,1
1.62653E+13,2
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62653E+13,1
1.62654E+13,1
1.62654E+13,1
1.62654E+13,1
1.62654E+13,2
1.62654E+13,1
1.62654E+13,1
1.62654E+13,1
1.62654E+13,1
1.62654E+13,1
1.62654E+13,1
1.62654E+13,1
1.62655E+13,2
1.62655E+13,1
1.62655E+13,1
1.62655E+13,1
1.62655E+13,1
1.62655E+13,1
1.62655E+13,1
1.62655E+13,1
1.62655E+13,2
1.62655E+13,2
1.62655E+13,1
1.62655E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,1
1.63654E+13,2
1.63654E+13,1
1.63654E+13,2
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63655E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,1
1.63656E+13,2
2.0635E+13,2
2.0635E+13,2
2.06351E+13,1
2.06352E+13,1
2.06353E+13,2
2.06353E+13,1
2.06355E+13,1
2.06355E+13,2
2.06355E+13,2
2.06356E+13,2
2.0636E+13,2
2.06361E+13,2
2.06362E+13,2
2.06365E+13,2
2.06368E+13,2
2.0637E+13,2
2.06372E+13,2
2.06373E+13,1
2.06374E+13,2
2.06375E+13,1
2.06376E+13,1
2.06378E+13,1
2.0638E+13,2
2.0638E+13,2
2.06381E+13,2
2.06381E+13,2
2.06433E+13,2
2.06434E+13,2
2.06434E+13,2
2.06438E+13,2
2.06438E+13,2
2.06442E+13,1
2.06444E+13,3
2.06449E+13,3
2.06451E+13,1
2.06453E+13,2
2.06459E+13,2
2.06459E+13,2
2.06465E+13,1
2.06468E+13,2
2.06468E+13,2
2.06468E+13,2
2.06469E+13,2
2.06471E+13,2
2.06472E+13,2
2.06472E+13,1
2.06479E+13,1
2.06485E+13,2
2.0649E+13,2
2.06491E+13,2
2.06491E+13,2
2.06492E+13,1
2.06496E+13,2
2.06501E+13,2
2.06504E+13,2
2.06505E+13,1
2.06508E+13,2
2.06508E+13,2
2.06511E+13,1
2.06512E+13,1
2.06519E+13,1
2.06519E+13,2
2.06519E+13,2
2.06524E+13,1
2.06536E+13,2
2.06537E+13,1
2.06539E+13,1
2.06542E+13,1
2.0655E+13,1
2.06551E+13,2
2.06555E+13,1
2.06556E+13,1
2.06558E+13,2
2.06561E+13,2
2.06562E+13,2
2.06565E+13,2
2.06566E+13,2
2.06569E+13,1
2.06571E+13,1
2.06572E+13,1
2.06574E+13,2
2.06575E+13,1
2.06578E+13,2
2.06578E+13,2
2.06579E+13,2
2.06581E+13,1
2.06583E+13,2
2.06584E+13,2
2.06589E+13,1
2.06592E+13,1
2.06593E+13,1
2.06599E+13,2
2.066E+13,2
2.06601E+13,3
2.06603E+13,2
2.06604E+13,2
2.06604E+13,2
2.06604E+13,2
2.06604E+13,2
2.06606E+13,1
2.06609E+13,2
2.06612E+13,2
2.06612E+13,2
2.06613E+13,1
2.06613E+13,1
2.06618E+13,2
2.06618E+13,2
2.0662E+13,2
2.06621E+13,1
2.06621E+13,1
2.06624E+13,2
2.06625E+13,2
2.06625E+13,2
2.06626E+13,2
2.06629E+13,2
2.06633E+13,1
2.06636E+13,1
