PLT_CN,H_D_5cm,H_H_5cm,H_D_10cm,H_H_10cm,TPA,TPH,density_group,mean_DBH_cm,BA_m2_ha,MAT_stand_age,MAP_stand_age,CWD_stand_age,Carbon_Mg_ha,INVYR,WD.FDis,WD.CWM,Shade.tolerance.FDis,Shade.tolerance.CWM,Drought.tolerance.FDis,Drought.tolerance.CWM,SLA.FDis,SLA.CWM,Leaf.longevity.FDis,Leaf.longevity.CWM,LDMC.FDis,LDMC.CWM,Nmass.FDis,Nmass.CWM,Pmass.FDis,Pmass.CWM,LMA.FDis,LMA.CWM,Plant_height.FDis,Plant_height.CWM,PC1.FDis,PC1.CWM,PC2.FDis,PC2.CWM,FRic,qual.FRic,FEve,FDiv,FDis,RaoQ,CONDID,pltID,PREV_PLT_CN.x,REMPER,CONDID,LON,LAT,STDAGE,NA_L1NAME,NA_L2NAME,NA_L3NAME,pH_mean,bdod_mean,clay_mean,nitrogen_mean
1.45321E+13,1.910405656,1.190927415,1.247786741,0.714576026,300.9023,743.5446284,Medium,28.17368,51.83564403,5.352174741,859.5698875,78.66590909,78.36381121,2013,3.04E-16,0.33,0.30411239,3.69530428,0.386731231,2.60204959,0.111166066,27.91303832,0,7.171479354,0,0.31390131,0.385150761,22.32319983,0.825255776,2.494675686,0.016162205,35.86198903,0.631180544,18.03717001,0.084100325,2.115336736,0.410908611,-1.680998498,NA,0.593613739,NA,NA,1.217555578,1.715075956,1,1_55_41_20141,1.02132E+14,4.9,1,-88.705445,45.394276,80,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,55.66666667,128.6666667,127.6666667,438
1.45321E+13,1.683970904,0.855074844,1.31690639,0.198285504,180.54138,446.126777,Low,21.7932,19.06298206,7.307650477,897.3273451,121.0727273,21.43811899,2013,3.03E-16,0.62,5.05E-18,2.748888889,8.83E-18,2.888888889,0.06203126,18.07261647,0,5.6,0.01500571,0.285581361,0.219801496,18.97407832,1.11E-16,2.233333333,0.020663384,55.3698128,7.57E-17,25.7963398,0.028913496,1.668644414,0.006115505,0.302131203,NA,0.593613739,NA,NA,0.229810187,0.057041641,1,3_55_135_20176,1.02132E+14,4.5,1,-89.177572,44.292288,70,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,North Central Hardwood Forests,58.4,138.6666667,167.6666667,450.0666667
1.45321E+13,1.672132877,0.746546545,1.010422985,0.636697051,361.08276,892.2535541,Medium,22.77533333,39.32616958,5.000180485,851.0428282,76.40909091,70.15433974,2013,0.456391893,0.353668575,0.115696926,3.42895999,0.104238803,2.938548581,0.050165151,28.29947425,0.015609909,6.976851425,0.071903513,0.31072136,0.001137651,20.80351612,0.372577051,2.692274677,0.00723902,35.35073941,0.016394794,12.87098226,0.016081953,2.221738143,0.258012541,-1.081427348,NA,0.593613739,NA,NA,0.616126236,0.870242304,1,1_55_41_20285,1.02132E+14,4.9,1,-88.794635,45.611313,70,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,50.66666667,125,89.33333333,438
1.45321E+13,1.906606154,1.008291535,1.269445011,0.456665173,445.335404,1100.44605,High,27.48005405,72.57852191,8.130445847,880.5266083,126.9613636,122.6831201,2013,0.520896795,0.431624703,0.680996291,3.510391447,0.346283197,2.353697863,0.801872713,11.46679997,1.880421855,38.91536513,1.003656292,0.351429416,0.707825579,17.72046823,0.544911533,1.711415384,1.436854615,139.1819603,1.254581555,25.25957994,1.349016591,-0.87993832,1.015857469,-1.26645615,NA,0.593613739,NA,NA,3.236940734,11.0765093,1,4_55_111_20062,1.02133E+14,4.4,1,-89.831126,43.383728,120,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,Driftless Area,56.33333333,129.6666667,251.3333333,438.3333333
1.45321E+13,1.743493395,1.499795012,1.537958584,0.897222046,252.757932,624.5774879,Low,26.5127619,40.83260526,8.609743293,885.8704507,137.5068182,65.64868691,2013,0,0.47,0,3,0,2.63,0,16.24731183,0,5.609099447,0,0.288374192,0,20.82822577,0,1.935232641,0,61.54864327,0,13.6232288,0,1.347764907,0,-0.162555476,NA,0.593613739,NA,NA,0,0,1,4_55_111_20222,1.02133E+14,5,1,-89.901265,43.219756,70,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,Driftless Area,59,145,239.6666667,464.3333333
1.45321E+13,1.727457964,1.287119757,1.266844763,0.656130039,120.36092,297.4178514,Low,27.0002,18.57289314,8.343980024,885.2801534,133.1272727,29.52755223,2013,0.492175467,0.391261626,0.209644503,3.388800379,0.459479438,3.372799117,1.13374868,14.07457864,0.776190852,24.08859813,0.868994985,0.361758692,1.146044213,16.90314249,0.635533191,1.584354091,0.846225658,104.635381,0.294579954,37.33738279,1.150704649,-0.823646549,0.122505182,-1.136248911,NA,0.593613739,NA,NA,2.379183567,5.6998517,1,4_55_111_20086,1.02133E+14,4.8,1,-90.079899,43.252164,50,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,Driftless Area,58.66666667,140.6666667,303,421.6666667
1.45321E+13,1.492664467,0.954084035,1.032543498,0.746970502,84.252644,208.192496,Low,33.23771429,22.3762062,8.461546217,887.8896361,137.5431818,37.18148527,2013,0,0.44,0,3.56,0,2,0,25.31633333,0,5.609099447,0,0.235967752,0,22.212,0,2.7,0,39.50019092,0,12.76234867,0,2.884757208,0,-1.25138657,NA,0.593613739,NA,NA,0,0,1,4_55_49_20085,1.02133E+14,4.4,1,-90.094947,43.16063,67,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,Driftless Area,58.86666667,141.0666667,252.4,473.6
1.45321E+13,1.730235107,0.906928577,1.161458586,0.786200514,144.433104,356.9014216,Low,27.22033333,25.05752909,8.586388021,893.8105224,126.2795455,44.45808519,2013,2.09E-17,0.47,0.483893624,3.297000437,0.037876904,2.654750036,0.186332768,17.15702974,0.006888327,5.709014968,0.461338533,0.312110017,0.03626113,20.69784583,0.099590477,1.901733481,0.06351672,58.73821875,0.270529585,15.67808404,0.073538799,1.248314829,0.257637241,-0.391829265,NA,0.593613739,NA,NA,0.756070138,0.767329762,1,4_55_49_20038,1.02133E+14,4.8,1,-89.946143,43.070225,75,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,Driftless Area,59.66666667,141,248,558.3333333
1.45321E+13,1.543128936,0.942019263,1.156460924,0.527693679,216.649656,535.3521325,Low,28.77255556,39.22384167,5.071272079,841.0662395,70.2,63.0635258,2013,0.816297678,0.404342225,0.520480793,3.615675331,0.543534243,2.704167362,1.452736454,19.64949744,1.758862815,35.35272307,0.871477925,0.352426889,0.667084393,18.09322045,1.035957616,2.035611446,1.52696424,112.7725329,1.201860253,23.53285767,1.453620029,-0.061628663,0.842063133,-1.363532616,5.437879723,0.593613739,0.533039737,0.763730022,3.651939773,14.35723227,1,1_55_85_29003,1.02132E+14,5.6,1,-89.144424,45.605361,95,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,50,121,112,372
1.45321E+13,1.867607686,0.89673825,1.276657118,0.691388847,517.551956,1278.896761,High,21.57227907,53.11587324,5.564020173,875.1524148,69.58181818,72.53298182,2013,0.607543782,0.586959051,0.035099529,2.729469534,0.228986631,3.023765866,0.137930926,17.10734723,0.054882248,6.317591711,0.201014463,0.293990727,0.576433404,18.04065964,0.28925893,2.145627352,0.061193101,58.89203222,0.345732936,23.42914749,0.296954696,1.352900539,0.056761361,0.354101763,NA,0.593613739,NA,NA,1.012147308,1.857055872,1,1_55_67_20304,1.02132E+14,4.9,1,-89.289137,45.199294,55,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,North Central Hardwood Forests,52.33333333,125.3333333,137.6666667,609.6666667
1.45321E+13,1.537697434,0.975895244,1.004704726,0.750025576,445.335404,1100.44605,High,22.40005405,47.07249816,6.000956255,874.5544833,71.8,61.50931888,2013,0,0.37,0,4.33,0,1.91,0,3.790048276,0,92.4,0,0.452686207,0,12.72989744,0,1.352,0,263.8488819,0,43.94573342,0,-4.457280038,0,-3.039147362,NA,0.593613739,NA,NA,0,0,1,3_55_73_20568,1.02132E+14,5.1,1,-89.37862,45.031136,55,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,North Central Hardwood Forests,53.33333333,132.6666667,171.6666667,385.3333333
1.45322E+13,1.732361893,0.857842607,1.204819448,0.627692512,469.407588,1159.92962,High,22.05892308,51.03420096,4.573020777,825.6236033,70.80227273,72.70941938,2013,0.097533314,0.513382299,0.415847305,2.419542795,0.66189265,2.983598952,0.623414133,19.04798224,0.017794298,5.30698795,0.331054853,0.281675935,0.147700729,20.64921264,0.413433401,1.840089406,0.252445514,57.06390031,0.572244257,11.07983087,0.141949813,1.544171877,0.604484211,0.619863741,NA,0.593613739,NA,NA,1.305004847,1.923031369,1,1_55_125_20176,1.02132E+14,4,1,-88.943583,46.004071,70,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,48.66666667,123,110.6666667,309.6666667
1.45322E+13,1.430198872,0.480962382,0.896100074,0.441628364,264.794024,654.319273,Medium,25.60781818,36.14119442,4.670269302,820.8975988,73.24090909,60.8862179,2013,0,0.33,0,3.49,0,2.88,0,28.51,0,7.171479354,0,0.31390131,0,20.8,0,2.8,0,35.07541214,0,12.76393932,0,2.240432604,0,-1.278793271,NA,0.593613739,NA,NA,0,0,1,1_55_41_20125,1.02132E+14,5.4,1,-88.860136,45.869562,80,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,48.33333333,123.6666667,113.6666667,312.6666667
1.45322E+13,1.561219039,0.995526537,0.909495406,0.370723731,938.815176,2319.859241,High,19.09558974,71.36309536,5.800409994,824.226854,107.675,61.77534046,2013,0,0.52,0,2.1325,0,3.47,0,22.47092571,0,5.597260274,0,0.262520583,0,20.05196061,0,1.683692828,0,44.50194945,0,6.191580065,0,1.760060117,0,1.224837169,NA,0.593613739,NA,NA,0,0,1,1_55_75_20388,1.02132E+14,5.5,1,-87.886291,45.724644,69,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,58,137,125,319.3333333
1.45322E+13,1.738561058,1.116194777,1.228987536,0.726728266,421.26322,1040.96248,High,20.51594286,38.37326914,6.147237802,820.3842925,104.9795455,59.50345719,2013,0,0.37,0,1.83,0,2.5,0,14.05434641,0,4.1225,0,0.318845538,0,23.08344422,0,1.397583333,0,71.15236602,0,30.98284191,0,0.389134885,0,-0.54667331,NA,0.593613739,NA,NA,0,0,1,1_55_75_20570,1.02132E+14,5.5,1,-87.954798,45.492039,65,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,55.33333333,132.6666667,127.6666667,417.6666667
1.45322E+13,1.40754632,1.084612608,1.057656765,0.673362165,264.794024,654.319273,Medium,17.36436364,20.57800786,6.315282496,786.1648855,93.356,26.3000051,2013,0,0.41,0,1.42,0,4.47,0,4.898603346,0,44.68606074,0,0.463955921,0,9.207554412,0,1.205554089,0,204.1398189,0,17.78032864,0,-3.643948217,0,1.517195769,NA,0.593613739,NA,NA,0,0,1,1_55_75_20226,1.02132E+14,5.5,1,-88.144674,45.479401,25,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,53.33333333,129.3333333,76,406.3333333
1.45322E+13,1.536932495,1.184734546,0.97755787,0.678239145,288.866208,713.8028433,Medium,19.82258333,23.99672469,5.169255882,808.4997534,98.59545455,40.34111997,2013,0,0.33,0,3.49,0,2.88,0,28.51,0,7.171479354,0,0.31390131,0,20.8,0,2.8,0,35.07541214,0,12.76393932,0,2.240432604,0,-1.278793271,NA,0.593613739,NA,NA,0,0,1,1_55_37_20132,1.02132E+14,4.5,1,-88.332982,45.89079,50,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,53,136.6666667,151,386.3333333
1.45322E+13,1.665880617,0.824128796,1.104554793,0.455283727,385.154944,951.7371244,High,25.68575,52.7427305,4.945515292,815.3791015,87.29772727,97.25719374,2013,0,0.33,0,3.49,0,2.88,0,28.51,0,7.171479354,0,0.31390131,0,20.8,0,2.8,0,35.07541214,0,12.76393932,0,2.240432604,0,-1.278793271,NA,0.593613739,NA,NA,0,0,1,1_55_37_20097,1.02132E+14,5.6,1,-88.483405,45.932438,92,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,50.66666667,128.3333333,100.6666667,295.3333333
1.45322E+13,1.695061424,0.899355367,1.02090586,0.484425846,385.154944,951.7371244,High,17.8355625,26.47248754,5.189985252,816.0197911,95.97105263,25.59426067,2013,0,0.37,0,4.33,0,1.91,0,3.790048276,0,92.4,0,0.452686207,0,12.72989744,0,1.352,0,263.8488819,0,43.94573342,0,-4.457280038,0,-3.039147362,NA,0.593613739,NA,NA,0,0,1,1_55_37_20139,1.02132E+14,5.1,1,-88.369079,45.776564,38,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,50.66666667,126.6666667,87,321
1.45322E+13,1.408678617,1.306004032,1.065094642,0.692507387,397.191036,981.4789095,High,21.68236364,39.97645669,5.664953719,829.6783261,97.72272727,51.96214436,2013,0.348733074,0.439722033,0.171000468,2.532959968,0.075767771,3.658903717,0.363328526,15.70274992,0.063045093,9.086454202,0.321336106,0.325601609,0.670119369,10.85855941,0.011726749,1.69874324,0.127070599,65.95472843,0.146141472,10.42698135,0.347933234,-0.03524854,0.151467419,0.710533509,NA,0.593613739,NA,NA,0.939434734,1.393558468,1,1_55_75_20420,1.02132E+14,4.5,1,-88.242244,45.635647,85,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,52,130,144.6666667,327.3333333
1.45323E+13,1.720593398,1.299873516,1.097465026,0.955907704,493.479772,1219.413191,High,19.38453659,40.57716224,7.106890798,851.984373,124.125,46.81215198,2013,0.192918206,0.452952922,0.957648239,2.905877422,0.008906159,2.006476461,0.308397107,23.64072024,0.043955464,6.318641285,1.112126496,0.299645065,0.193920973,22.98796144,0.398123625,2.550967838,0.066733441,42.7862345,0.074147727,13.38912162,0.338043231,2.376004457,0.442191568,-0.813459127,NA,0.593613739,NA,NA,1.579339136,2.847886496,1,1_55_83_20077,1.02132E+14,5.4,1,-87.853484,44.955208,75,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,63.33333333,138.6666667,141.3333333,562.6666667
1.45323E+13,1.663429362,0.751010884,1.016280852,0.419940944,517.551956,1278.896761,High,21.46004651,50.44283905,7.30420172,890.2458863,123.8772727,80.08334076,2013,0.041875651,0.47255286,0.600974222,2.6272825,0.235851498,2.474275565,0.20153477,17.24153584,0.038164644,6.168466866,0.708269986,0.325195583,0.26560454,21.79321322,0.228738204,2.012977481,0.06795204,58.51053595,0.035745002,13.89757474,0.006368711,1.339062149,0.074817521,-0.095278598,NA,0.593613739,NA,NA,1.044524205,1.434698205,1,1_55_83_20179,1.02132E+14,5.4,1,-87.891796,44.852346,55,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,60.33333333,130.6666667,184,619
1.45323E+13,1.869107683,1.34677659,1.340467513,0.663264681,228.685748,565.0939176,Low,23.10063158,27.48355966,7.611709331,830.4976386,130.16,31.22235,2013,0.521473928,0.499375381,0.718722412,1.961192219,0.688106329,2.582811254,0.173518613,21.20226143,0.04822974,6.924571021,0.904530088,0.374357705,0.260145482,23.49520132,0.193331491,2.176822309,0.041609126,47.34333411,0.699326039,21.346824,0.104197366,1.490055423,0.419189896,0.070663004,0.604135614,0.593613739,0.693449254,0.457562205,1.756435479,3.469166227,1,5_55_9_20056,1.02132E+14,5,1,-88.139258,44.6371,35,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,North Central Hardwood Forests,64.66666667,143.3333333,274,694.6666667
1.45323E+13,1.940374487,1.2211349,1.475760736,0.735817009,373.118852,921.9953392,Medium,28.96419355,68.0685585,7.240332913,838.306376,122.7454545,96.05534349,2013,0,0.48,0,1.54,0,2.02,0,20.14186214,0,7.80024001,0,0.432610058,0,24.60825135,0,2.239772853,0,49.64784255,0,14.69789012,0,1.313674676,0,0.100979889,NA,0.593613739,NA,NA,0,0,1,5_55_29_20105,1.02131E+14,4.8,1,-87.379659,44.791381,80,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,North Central Hardwood Forests,62.33333333,144.3333333,295,476.6666667
1.45323E+13,1.700243405,0.739453679,1.484523813,0.066087139,216.649656,535.3521325,Low,37.67666667,70.39075412,4.677284515,823.7333671,71.82727273,137.4653742,2013,0,0.33,0,3.49,0,2.88,0,28.51,0,7.171479354,0,0.31390131,0,20.8,0,2.8,0,35.07541214,0,12.76393932,0,2.240432604,0,-1.278793271,NA,0.593613739,NA,NA,0,0,1,1_55_41_20015,1.02135E+14,5,1,-89.015102,45.909208,97,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,49,121.6666667,108.6666667,338.3333333
1.45323E+13,1.690280239,1.079072226,1.239953783,0.493201162,373.118852,921.9953392,Medium,21.14754839,35.55601137,8.509931759,910.6755534,123.4068182,44.78045164,2013,0,0.42,0,3.47,0,3.03,0,27,0,5.609099447,0,0.302579994,0,25,0,1.7,0,37.03703704,0,10.02481866,0,2.089948948,0,-0.437837627,NA,0.593613739,NA,NA,0,0,1,4_55_49_20236,1.02135E+14,4.4,1,-90.005709,43.005111,70,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,Driftless Area,59,142,300.6666667,539.3333333
1.45323E+13,1.963278252,1.078718532,1.747872878,0.66577297,240.72184,594.8357027,Low,28.3972,49.1608014,8.783075192,929.4512495,141.2704545,85.3204452,2013,0.571806076,0.564158325,0.181591754,2.695796181,0.150263802,2.897989079,0.630033808,24.64273741,0.022222058,4.729338208,0.02784018,0.292283663,0.44919317,25.23645241,0.158204965,1.789988851,0.153698777,42.98703409,0.346548257,20.80764585,0.235456584,2.216846952,0.155518819,0.215181994,NA,0.593613739,NA,NA,1.072963552,1.441284217,1,4_55_43_20432,1.02135E+14,5,1,-91.068882,42.783694,84,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,Driftless Area,61.4,142.9333333,268.3333333,329.6
1.45323E+13,1.5696144,1.443139626,1.020061401,0.838384385,204.613564,505.6103473,Low,19.27411765,16.34503813,8.098436538,886.6484161,114.8136364,18.36320101,2013,0.986526233,0.536174565,0.458525839,3.14524866,0.004498118,2.884749361,0.368808953,20.25030229,0.000207434,5.604237584,0.023818593,0.286394017,0.345572745,21.65890957,0.293043174,2.094508777,0.099191413,50.27008926,0.34253723,29.46065492,0.003828029,1.722188574,0.603336651,-0.447609099,NA,0.593613739,NA,NA,1.285516672,1.660368171,1,4_55_63_20002,1.02135E+14,5.1,1,-91.068479,43.809553,50,EASTERN TEMPERATE FORESTS,MIXED WOOD PLAINS,Driftless Area,57.66666667,140,284.3333333,321.3333333
1.45323E+13,1.81699309,1.091925308,1.49532403,0.702760191,409.227128,1011.220695,High,26.37117647,64.11635004,6.006606779,896.5071431,70.99545455,78.04997933,2013,0.976136924,0.448908268,0.996830374,3.510230767,0.23533327,2.116038256,2.258987171,18.56732614,1.884572513,55.7735173,0.698037252,0.404566124,1.058326323,17.82851201,0.423337471,1.542794561,1.753814754,159.8734473,1.345609425,30.25115553,1.744429863,-1.296419999,1.114242061,-1.710565011,NA,0.593613739,NA,NA,4.162882243,17.59685771,1,2_55_107_20323,1.02135E+14,5.7,1,-90.810519,45.437086,63,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,52,135.3333333,157,294.6666667
1.45323E+13,1.781071727,1.285393228,1.163878321,0.649183816,517.551956,1278.896761,High,24.64390698,66.58035798,6.155376688,914.4686311,77.00909091,110.9985133,2013,0.386112388,0.390268104,0.799613205,3.828264664,0.405035779,2.180571658,0.888356656,8.224014852,1.557659822,69.30173503,0.749870631,0.413244247,0.660499178,15.15778877,0.266141066,1.436678386,1.225489514,208.414271,0.742663281,38.17878641,1.091464848,-2.948291694,0.849656905,-2.266151978,0.054980206,0.593613739,0.726133828,0.896508427,2.758620179,10.11575781,1,2_55_119_20371,1.02135E+14,5.4,1,-90.686828,45.224735,80,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,52,135,262,345.6666667
1.45324E+13,1.572395062,0.982556033,1.281910653,0.443991239,84.252644,208.192496,Low,26.12571429,12.23413852,6.452964343,843.6261494,88.15,16.94319426,2013,0,0.62,0,2.748888889,0,2.888888889,0,18.69894357,0,5.6,0,0.287178028,0,17.33962264,0,2.233333333,0,53.47895705,0,25.7963398,0,1.5877791,0,0.290876055,NA,0.593613739,NA,NA,0,0,1,2_55_13_20163,1.02135E+14,4.8,1,-92.731021,45.80925,95,NORTHERN FORESTS,MIXED WOOD SHIELD,Northern Lakes and Forests,57,139,231.3333333,347.3333333
1.45722E+14,1.892781117,1.206771238,1.323858584,0.71003604,445.335404,1100.44605,High,20.21702703,40.39420776,15.09335347,1126.224838,161.3846154,43.59290309,2007,0.15169205,0.615617488,0.192860922,2.85931583,0.298517878,3.070857019,0.642475271,16.85308305,0.13170766,7.382189366,0.647409362,0.315867039,0.515314301,17.91304305,0.935191506,1.862925597,0.455972335,71.70794044,0.697314514,29.61781577,0.571144292,0.93051522,0.31320888,0.286438094,1.493411632,0.593613739,0.677667671,0.762763847,1.77935808,3.780183653,1,3_37_135_24,2.99153E+13,6.6,1,-78.974254,36.20461,13,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,Piedmont,53,149.3333333,284,156.3333333
1.45725E+14,1.948569207,1.220834256,1.293761296,0.706815825,361.08276,892.2535541,Medium,26.39906667,57.18276732,15.85375091,1204.362256,140.8026316,59.00314872,2007,0.844610372,0.507883652,0.439475742,2.218342049,1.238384808,2.518391029,0.410824374,19.40397534,0.167926204,10.56457485,0.203664158,0.296500176,0.375414934,19.38394244,0.607053986,1.757807635,0.161380281,55.45947105,0.446769524,19.03814337,0.185166993,1.198979931,0.712118991,0.09901562,9.561199336,0.593613739,0.7362417,0.441250281,2.119641803,5.818880414,1,2_37_143_31,3.01033E+13,7.6,1,-76.518852,36.316496,73,EASTERN TEMPERATE FORESTS,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,Middle Atlantic Coastal Plain,50,148,235.3333333,330.6666667
1.45734E+14,1.823908074,1.20304507,1.343887099,0.64666383,469.407588,1159.92962,High,22.76230769,53.68478027,14.33654398,1299.531276,147.2578947,77.9478756,2007,0.816526474,0.505344468,0.745342273,3.433687636,0.197726801,2.808920459,0.585860261,22.51773273,0.025044758,5.917666755,0.167826276,0.285780681,0.47877618,22.6010157,0.344641624,1.991589988,0.121825411,46.5102104,0.489988683,17.13638898,0.156570541,1.991184193,0.339245672,-0.37803152,0.82002104,0.593613739,0.910756895,0.698687391,1.686827267,2.886548815,1,3_37_161_56,2.98964E+13,5,1,-82.052617,35.380013,39,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,Piedmont,54.33333333,143.3333333,259.6666667,214
1.45739E+14,2.014592022,1.543967942,1.441917226,0.863237401,337.010576,832.7699838,Medium,29.76335714,65.08643072,12.29148567,1440.719106,59.07631579,116.0032222,2007,0.611226797,0.407335351,0.711802578,3.573491877,0.278526621,2.282875265,0.769296946,17.19411058,1.112070623,21.76647272,0.48205424,0.319391304,0.756717275,20.99087022,0.471703626,1.904553813,0.668263594,81.53864904,1.039202332,26.63251968,0.865918299,0.58412848,0.847850494,-1.55414351,9.764401972,0.593613739,0.680904546,0.732015706,2.66244837,8.667314107,1,4_37_173_16,3.00565E+13,6.5,1,-83.431056,35.387055,81,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,Blue Ridge,50.33333333,117.6666667,222.3333333,356
1.45739E+14,2.058297881,1.68477934,1.716302406,1.050895657,421.26322,1040.96248,High,27.84565714,78.3914708,9.752674322,1420.81783,26.89473684,165.2137537,2007,0.272540099,0.455807626,0.280254767,3.148469148,0.112426402,2.56659176,0.260347609,15.15020953,0.677660474,14.0932306,0.308300136,0.302065166,0.338225857,19.77855707,0.210593269,1.874091066,0.366773233,75.55604275,0.70787285,18.26408104,0.4831506,0.783806425,0.488765114,-0.537979437,4.051258121,0.593613739,0.307035628,0.942843507,1.292164112,3.991463593,1,4_37_173_51,3.00567E+13,10.1,1,-83.193812,35.620843,77,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,Blue Ridge,49,114,173.3333333,398.3333333
1.45739E+14,1.61684794,1.668019912,1.463013746,1.158131432,180.54138,446.126777,Low,38.77733333,61.2180136,10.62214657,1426.720159,30.37631579,125.4655155,2007,0.570883875,0.403792509,0.893717943,3.335169915,0.378832035,2.556033007,1.508331309,19.26970938,1.293291106,38.74254277,0.916597352,0.310178589,1.455324772,19.91539022,0.560947378,1.75708131,0.8050829,90.09493967,1.506373563,35.8145581,1.385396585,0.03220859,1.094331226,-1.74918053,4.139853495,0.593613739,0.965456941,0.688716797,3.529710461,13.03359294,1,4_37_173_27,3.00568E+13,10.1,1,-83.187682,35.536256,69,EASTERN TEMPERATE FORESTS,OZARK/OUACHITA-APPALACHIAN FORESTS,Blue Ridge,48,116,236,404.3333333
1.45746E+14,1.494535574,1.221796785,1.343495316,0.604560995,216.649656,535.3521325,Low,23.02933333,26.08472653,13.6237939,1210.14457,112.4514286,38.28638425,2007,0.482529659,0.508047251,0.726979429,2.904591173,0.439495121,2.486029452,0.886723892,25.52872317,0.060662637,6.676787052,0.349294764,0.262879405,0.790242925,25.03776812,0.414226348,2.265524713,0.177482769,42.27620939,0.462103476,22.93526938,0.341712197,2.577674348,0.301943526,-0.592538593,0.442433279,0.593613739,0.927863148,0.762307426,1.794544333,3.292385918,1,4_37_193_55,3.01556E+13,5.5,1,-80.888561,36.322753,35,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,Piedmont,53,141,194.3333333,159
1.45757E+14,2.049603005,1.541895124,1.359729661,1.160273599,337.010576,832.7699838,Medium,20.35628571,32.83746463,14.97631919,1157.677645,173.5142857,41.55240097,2007,0.924117216,0.493126088,0.623816073,2.912351527,0.337394216,2.72628875,1.443282491,20.91283744,1.263662944,24.53353095,0.82635007,0.295268538,1.199820847,22.10328487,0.778726966,1.679351273,1.06351296,89.61546497,0.691286954,24.50423954,1.114247395,0.871159765,0.771806211,-0.496074275,6.740194932,0.593613739,0.542916151,0.786792699,3.261892699,12.70766222,1,3_37_81_46,2.99653E+13,7,1,-79.730978,36.007599,28,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,Piedmont,52.66666667,150.6666667,206,143.3333333
1.45758E+14,1.52387178,1.109056836,0.989082726,0.533596052,324.974484,803.0281987,Medium,18.44792593,23.61755381,15.04732866,1148.04645,163.7789474,25.68951644,2007,0,0.46,0,1.59,0,2.92,0,17.54790063,0,7.2,0,0.33,0,12.25623,0,1.775927811,0,56.98687388,0,13.84651972,0,0.334826343,0,0.700100636,NA,0.593613739,NA,NA,0,0,1,3_37_81_70,2.99658E+13,6.9,1,-79.617692,35.925161,47,EASTERN TEMPERATE FORESTS,SOUTHEASTERN USA PLAINS,Piedmont,54.66666667,153.3333333,244,160.6666667
